state,date,cases,deaths
Pennsylvania,2020-08-06,121294,7340
Georgia,2020-08-07,190772,4020
Pennsylvania,2020-08-11,125061,7404
Oregon,2020-08-16,23262,389
Montana,2020-08-17,5810,82
District of Columbia,2020-08-24,13639,604
Maryland,2020-08-27,106558,3714
New Mexico,2020-08-31,25352,779
Missouri,2020-09-02,78781,1547
Mississippi,2020-09-04,85939,2558
Minnesota,2020-09-11,82520,1897
Kansas,2020-09-29,59951,650
North Carolina,2020-09-30,211004,3565
Utah,2020-10-06,79425,488
Virgin Islands,2020-10-07,1322,20
North Carolina,2020-10-09,227756,3768
New York,2020-10-11,223945,8996
Idaho,2020-10-13,49987,514
Alaska,2020-10-20,12294,63
Nevada,2020-10-24,94935,1746
Georgia,2020-10-26,361975,7639
Hawaii,2020-11-04,15591,218
Oregon,2020-11-04,47049,707
New Jersey,2020-11-06,250617,16416
Nevada,2020-11-08,110308,1852
Colorado,2020-11-15,164408,2574
Hawaii,2020-11-17,16755,221
Missouri,2020-11-19,247110,3324
Nevada,2020-11-22,134761,2022
Indiana,2020-11-25,315212,5498
Maine,2020-11-26,11258,190
South Dakota,2020-11-28,79099,942
Massachusetts,2020-12-01,220504,10772
Hawaii,2020-12-03,18256,244
Pennsylvania,2020-12-08,442528,11592
Iowa,2020-12-10,250307,3116
South Carolina,2020-12-10,241686,4627
District of Columbia,2020-12-11,24357,709
Oklahoma,2020-12-11,229278,2007
Virgin Islands,2020-12-15,1828,23
Alaska,2020-12-16,42038,174
North Carolina,2020-12-16,453628,6030
Kentucky,2020-12-24,253437,2780
Nevada,2020-12-25,214077,2943
Maine,2020-12-30,23490,334
South Dakota,2020-12-31,99164,1488
Louisiana,2021-01-13,355427,8022
North Dakota,2021-01-14,95378,1365
North Dakota,2021-01-18,95934,1384
Illinois,2021-01-27,1114798,20950
Iowa,2021-02-01,319116,4906
California,2021-02-09,3441573,44973
Kansas,2021-02-22,294873,3574
Colorado,2021-02-27,430129,6038
Mississippi,2021-03-01,294994,6681
Washington,2021-03-01,343723,5038
North Dakota,2021-03-03,100067,1448
Northern Mariana Islands,2021-03-05,144,2
Oklahoma,2021-03-05,427554,4534
Alaska,2021-03-08,58953,291
Michigan,2021-03-10,662553,16678
Montana,2021-03-13,101801,1393
Arkansas,2021-03-14,323751,5474
Michigan,2021-03-19,687603,16836
Northern Mariana Islands,2021-03-20,157,2
Colorado,2021-03-27,460114,6165
Oregon,2021-04-06,167685,2432
Oregon,2021-04-08,168795,2450
California,2021-04-12,3704162,60457
Alaska,2021-04-17,65084,318
Missouri,2021-04-17,544204,8445
Wyoming,2021-04-17,57267,703
Vermont,2021-04-19,22100,242
Illinois,2020-03-05,5,0
Hawaii,2020-03-06,1,0
Virginia,2020-03-12,17,0
North Dakota,2020-03-14,1,0
Vermont,2020-03-18,19,0
Indiana,2020-03-22,204,9
Kentucky,2020-03-30,425,11
District of Columbia,2020-04-01,586,11
Nebraska,2020-04-03,297,6
Montana,2020-04-05,298,6
Oregon,2020-04-08,1239,38
Michigan,2020-04-09,21007,1071
Mississippi,2020-04-27,6094,229
Missouri,2020-04-28,6795,308
Mississippi,2020-05-21,12222,580
Kentucky,2020-05-21,8475,393
Georgia,2020-05-29,42863,1953
Connecticut,2020-06-01,42500,3964
Vermont,2020-06-11,1105,55
Indiana,2020-06-15,41422,2433
Michigan,2020-06-22,67976,6099
Missouri,2020-06-25,17811,974
Oklahoma,2020-06-27,12642,384
North Dakota,2020-06-30,3576,79
Florida,2020-07-02,168926,3616
Alabama,2020-07-11,51947,1114
Alaska,2020-07-11,1648,15
Texas,2020-07-12,264811,3246
New Jersey,2020-07-13,176813,15560
South Dakota,2020-07-16,7694,115
Wyoming,2020-07-16,2026,24
Colorado,2020-07-18,39811,1753
Virginia,2020-07-07,66740,1881
Pennsylvania,2020-07-23,109153,7142
Alaska,2020-07-24,2735,17
Virginia,2020-07-26,84567,2078
California,2020-07-31,502273,9222
Minnesota,2020-08-02,55812,1614
Washington,2020-08-10,66223,1778
Minnesota,2020-08-25,70583,1779
Texas,2020-08-26,619836,12212
Arizona,2020-08-29,201317,5010
North Carolina,2020-09-01,169966,2769
Colorado,2020-09-03,58680,1963
Tennessee,2020-09-03,156627,1782
Kentucky,2020-08-28,48937,945
Minnesota,2020-09-14,84793,1922
Montana,2020-09-21,10509,160
Wyoming,2020-09-23,5169,50
Idaho,2020-09-24,39547,458
Washington,2020-09-25,89147,2191
Wyoming,2020-09-25,5420,50
Florida,2020-10-11,732601,15363
Nevada,2020-10-15,88081,1700
West Virginia,2020-10-15,19082,393
Kansas,2020-10-16,72509,854
Kansas,2020-10-30,86768,1019
Arizona,2020-11-02,248293,5982
Vermont,2020-10-11,1860,58
Mississippi,2020-11-13,131970,3519
Northern Mariana Islands,2020-11-13,100,2
Nebraska,2020-11-19,109325,866
Kentucky,2020-11-21,159035,1886
Kentucky,2020-11-23,163767,1906
New Mexico,2020-11-26,89796,1469
Montana,2020-11-28,60845,670
Illinois,2020-12-01,740510,13175
Illinois,2020-12-03,761209,13650
Ohio,2020-12-03,446859,6753
Missouri,2020-12-06,309367,4063
West Virginia,2020-12-08,57060,870
Idaho,2020-12-14,122679,1199
Virginia,2020-12-14,285149,4414
Oklahoma,2020-12-22,265523,2240
Washington,2020-12-25,237689,3268
Arkansas,2020-12-27,212166,3482
Louisiana,2021-01-03,320649,7537
Michigan,2021-01-12,559693,14240
Pennsylvania,2021-01-13,747245,18458
New Hampshire,2021-01-15,54499,908
Massachusetts,2021-01-20,456680,13821
Georgia,2021-01-27,857630,13205
Virginia,2021-01-27,488553,6228
Vermont,2021-02-07,12892,183
Colorado,2021-02-16,417688,5932
Delaware,2021-02-21,84542,1367
Tennessee,2021-02-23,745652,10991
Alaska,2021-02-26,57587,279
Idaho,2021-03-04,172721,1879
Mississippi,2021-03-04,296154,6764
Arizona,2021-03-13,832094,16546
Maine,2021-03-17,47587,725
Colorado,2021-03-18,449206,6144
Vermont,2021-03-20,17547,219
Mississippi,2021-03-22,302932,6956
South Dakota,2021-03-25,116624,1927
Indiana,2021-03-27,686360,13011
Nevada,2021-03-31,303799,5249
New Hampshire,2021-04-01,83433,1239
Wisconsin,2021-04-02,637988,7338
Maine,2021-04-04,51763,745
Rhode Island,2021-04-13,127671,2615
Mississippi,2021-04-17,309029,7153
Indiana,2021-04-19,712076,13226
Nevada,2021-04-19,310933,5368
Alabama,2021-04-20,523955,10798
Northern Mariana Islands,2021-04-20,162,2
South Carolina,2020-03-08,6,0
Nevada,2020-03-11,7,0
Montana,2020-03-15,6,0
Nebraska,2020-03-18,43,0
Hawaii,2020-03-21,48,0
Maryland,2020-03-22,245,3
New York,2020-03-23,8570,28
Oregon,2020-03-23,191,5
Iowa,2020-03-30,424,6
Wyoming,2020-04-03,167,0
Maryland,2020-04-12,8225,236
New Jersey,2020-04-17,77748,3837
Texas,2020-04-19,19441,503
Virginia,2020-04-20,8987,210
Virgin Islands,2020-04-26,59,0
Texas,2020-05-07,36682,1016
Washington,2020-05-15,19131,1008
North Carolina,2020-05-16,18009,671
Alabama,2020-05-18,12086,489
Massachusetts,2020-05-18,86740,5859
North Carolina,2020-05-19,19762,711
California,2020-05-28,104071,4042
Maine,2020-05-28,2184,84
Massachusetts,2020-06-07,103144,7308
New York,2020-06-12,172783,8992
District of Columbia,2020-06-15,9799,515
North Dakota,2020-06-20,3251,76
New Hampshire,2020-06-22,5555,339
Vermont,2020-06-22,1158,56
Montana,2020-06-25,803,21
Indiana,2020-06-26,45269,2595
Nevada,2020-06-27,16400,500
Hawaii,2020-06-29,884,18
Utah,2020-06-29,21818,159
North Carolina,2020-07-04,71735,1414
Arizona,2020-07-05,98126,1829
New Mexico,2020-07-06,13507,515
North Dakota,2020-07-06,3849,80
Hawaii,2020-07-08,1076,19
Tennessee,2020-07-10,58224,712
West Virginia,2020-07-16,4657,99
Minnesota,2020-07-24,49346,1566
North Carolina,2020-07-24,109206,1769
Vermont,2020-07-26,1393,56
Louisiana,2020-07-28,111028,3700
New Hampshire,2020-08-07,6776,419
Rhode Island,2020-08-22,19133,1015
Delaware,2020-09-03,17361,606
West Virginia,2020-09-03,10845,237
Maine,2020-09-10,4759,134
Texas,2020-09-10,677888,13998
Kentucky,2020-09-13,60607,1102
Massachusetts,2020-09-15,123082,9220
New York,2020-09-16,207764,8900
Virgin Islands,2020-09-22,1278,19
Colorado,2020-09-23,67186,2038
Wisconsin,2020-09-25,117355,1275
Delaware,2020-09-28,19896,634
New Mexico,2020-10-02,30000,887
Arizona,2020-10-05,221091,5707
Illinois,2020-10-08,312071,8929
Louisiana,2020-10-08,170376,5416
Connecticut,2020-10-09,59915,4530
Kentucky,2020-10-15,86410,1341
Maryland,2020-10-15,134042,4019
North Dakota,2020-10-17,31261,399
North Carolina,2020-11-01,276706,4405
Missouri,2020-11-06,191336,2957
Missouri,2020-11-11,209642,3133
North Carolina,2020-11-12,303931,4730
Louisiana,2020-11-16,204734,6139
Alabama,2020-11-17,220848,3301
Vermont,2020-11-17,3096,59
North Carolina,2020-11-21,333074,5035
Mississippi,2020-11-25,145636,3745
Nebraska,2020-12-10,146456,1358
Arkansas,2020-12-19,197289,3191
North Dakota,2021-01-08,94438,1352
Nevada,2021-01-12,253100,3551
Minnesota,2021-01-15,443068,5850
Ohio,2021-01-15,814442,10057
South Dakota,2021-01-15,104937,1629
Indiana,2021-01-18,595760,9340
Missouri,2021-01-18,436282,6185
Rhode Island,2021-01-19,91678,1921
Wisconsin,2021-01-19,571268,5974
Washington,2021-01-20,298487,4021
Connecticut,2021-01-23,237028,6814
New Jersey,2021-01-25,665658,20972
Kansas,2021-01-27,275468,2969
North Carolina,2021-01-27,735542,8959
District of Columbia,2021-01-28,36132,902
Oklahoma,2021-01-31,389338,3547
Alabama,2021-02-01,460860,7688
North Dakota,2021-02-04,98034,1422
Massachusetts,2021-02-08,516344,15046
Florida,2021-02-09,1787360,28047
Colorado,2021-02-10,410384,5868
Nevada,2021-02-11,286514,4640
Idaho,2021-02-12,167350,1801
Kentucky,2021-02-27,407745,4776
Massachusetts,2021-02-27,547386,16059
Virginia,2021-02-28,576050,8552
District of Columbia,2021-03-03,40818,1023
Alabama,2021-03-04,498076,10094
New Hampshire,2021-03-08,76011,1179
Virgin Islands,2021-03-08,2744,25
South Carolina,2021-03-20,540390,8977
Virgin Islands,2021-03-25,2877,25
New Jersey,2021-03-28,895512,24389
Idaho,2021-04-04,181309,1969
Maryland,2021-04-04,417514,8286
Delaware,2021-04-11,98365,1578
Rhode Island,2021-04-15,130457,2626
Nebraska,2020-03-03,13,0
New Hampshire,2020-03-04,2,0
Nevada,2020-03-05,2,0
Texas,2020-03-07,19,0
Arizona,2020-03-10,6,0
Mississippi,2020-03-15,10,0
New Mexico,2020-03-18,28,0
Pennsylvania,2020-03-18,139,1
South Carolina,2020-03-27,542,13
Wisconsin,2020-04-01,1552,33
Oklahoma,2020-04-04,1159,42
Florida,2020-04-05,12338,220
Georgia,2020-04-07,8715,342
Pennsylvania,2020-04-07,14582,241
Colorado,2020-04-16,8579,371
Michigan,2020-04-17,29863,2217
Pennsylvania,2020-04-18,31742,1150
District of Columbia,2020-04-20,2927,105
Georgia,2020-04-23,20544,871
Massachusetts,2020-04-25,52595,2717
Colorado,2020-04-27,13703,705
Colorado,2020-05-01,15567,818
West Virginia,2020-05-23,1729,72
Kentucky,2020-04-23,3548,194
Alaska,2020-05-29,436,8
Kansas,2020-06-02,10143,227
Illinois,2020-06-03,124279,5665
New York,2020-06-05,170291,8804
South Dakota,2020-06-09,5523,68
Wisconsin,2020-06-10,22086,673
Iowa,2020-06-14,23955,652
Louisiana,2020-06-14,46326,2901
North Dakota,2020-06-14,3080,74
Alaska,2020-06-24,920,10
California,2020-06-28,216955,5937
Louisiana,2020-06-29,57070,3091
North Dakota,2020-06-29,3539,79
Tennessee,2020-07-02,46176,612
Delaware,2020-07-06,12202,512
Georgia,2020-07-12,106919,2949
Minnesota,2020-07-13,42684,1504
Florida,2020-07-18,337160,4894
New York,2020-07-23,186888,9336
Alaska,2020-07-27,3178,19
Maryland,2020-07-28,86091,3444
Minnesota,2020-08-03,56420,1616
California,2020-08-06,541013,10014
Indiana,2020-08-08,75025,3036
Georgia,2020-08-12,206953,4352
Tennessee,2020-08-14,127190,1312
New Mexico,2020-08-17,23500,718
Oklahoma,2020-08-18,49325,682
Virgin Islands,2020-08-18,796,9
Iowa,2020-08-24,56922,1047
Northern Mariana Islands,2020-08-29,54,2
Tennessee,2020-08-31,151990,1722
Idaho,2020-09-02,33059,374
South Carolina,2020-09-04,123325,2846
New Hampshire,2020-09-05,7415,432
Oklahoma,2020-09-05,63142,850
Nebraska,2020-09-08,36352,418
Colorado,2020-09-11,60881,1991
Wyoming,2020-09-13,4346,42
Hawaii,2020-09-19,11457,119
South Dakota,2020-09-22,19189,202
Vermont,2020-09-23,1714,58
Indiana,2020-10-02,124959,3656
Ohio,2020-10-02,156809,4905
Michigan,2020-10-04,141108,7119
Alabama,2020-10-06,160477,2580
Texas,2020-10-07,817166,16747
Tennessee,2020-10-17,222105,2875
Northern Mariana Islands,2020-10-19,86,2
Texas,2020-10-23,899390,17874
Oklahoma,2020-10-28,119143,1286
Utah,2020-11-07,130157,652
North Carolina,2020-11-09,295105,4638
South Dakota,2020-11-09,56311,537
Northern Mariana Islands,2020-11-11,100,2
Northern Mariana Islands,2020-11-14,100,2
Alabama,2020-11-22,232506,3457
Northern Mariana Islands,2020-11-24,104,2
Tennessee,2020-11-28,353687,4481
Northern Mariana Islands,2020-12-06,106,2
Connecticut,2020-12-13,145706,5362
Georgia,2020-12-22,576529,10132
Wyoming,2020-12-06,36317,257
Florida,2020-12-25,1244502,20994
Connecticut,2020-12-29,181317,5924
West Virginia,2020-12-30,84225,1318
New Jersey,2021-01-01,483807,19160
Virgin Islands,2021-01-03,2042,23
Maryland,2021-01-09,303534,6202
Louisiana,2021-01-11,347808,7918
Arkansas,2021-01-14,261705,4228
New Mexico,2021-01-17,163637,2934
Nebraska,2021-01-20,185656,1936
California,2021-01-21,3116266,35704
South Dakota,2021-01-21,106400,1673
Illinois,2021-02-03,1137037,21385
Arkansas,2021-02-16,310706,5287
New Jersey,2021-02-18,757542,22721
Ohio,2021-02-20,952306,16749
Nevada,2021-02-21,291024,4872
Rhode Island,2021-02-22,111635,2314
Idaho,2021-03-01,171618,1869
Kentucky,2021-03-04,411928,4886
Connecticut,2021-03-07,284348,7694
Pennsylvania,2021-03-07,953421,24393
Nebraska,2021-03-12,204722,2236
Maine,2021-03-14,47025,724
Oregon,2021-03-19,161068,2369
Wisconsin,2021-03-27,633846,7275
Kansas,2021-03-29,304143,3888
Massachusetts,2021-03-30,594692,17136
Northern Mariana Islands,2021-04-12,160,2
Nebraska,2021-04-14,215302,2329
Hawaii,2021-04-18,31715,471
Utah,2021-04-21,392789,2167
Arizona,2020-02-15,1,0
South Dakota,2020-03-14,9,1
Wyoming,2020-03-17,15,0
New Mexico,2020-03-19,35,0
Indiana,2020-03-20,81,5
West Virginia,2020-03-29,124,1
Nevada,2020-03-31,1010,26
Connecticut,2020-04-26,24747,1925
Utah,2020-04-29,4499,43
California,2020-05-01,52318,2147
Alabama,2020-05-03,7888,290
Arkansas,2020-05-03,3257,76
Washington,2020-05-09,17629,925
South Carolina,2020-05-14,8189,371
Colorado,2020-05-15,21171,1150
Idaho,2020-05-16,2419,73
Pennsylvania,2020-05-23,71102,5121
District of Columbia,2020-05-28,8492,453
California,2020-05-30,110100,4214
District of Columbia,2020-06-04,9120,475
Ohio,2020-06-05,37758,2355
New Hampshire,2020-06-12,5246,315
Arkansas,2020-06-22,15499,227
Virginia,2020-06-24,59514,1661
Florida,2020-06-28,140924,3418
New Hampshire,2020-06-28,5745,367
Tennessee,2020-06-30,42815,597
Oklahoma,2020-07-07,17220,404
Rhode Island,2020-07-10,15503,955
Delaware,2020-07-24,14018,578
Montana,2020-07-29,3695,54
Arkansas,2020-07-31,40957,453
Idaho,2020-08-03,21838,202
Vermont,2020-08-08,1446,58
West Virginia,2020-08-12,8008,153
California,2020-08-15,621981,11229
Wyoming,2020-08-18,3360,34
Oregon,2020-08-20,24176,412
Connecticut,2020-08-21,51305,4460
Minnesota,2020-08-28,73093,1810
Wisconsin,2020-08-28,74679,1115
Montana,2020-09-03,7903,111
Florida,2020-09-08,648972,11914
Oklahoma,2020-09-12,68614,899
Missouri,2020-09-19,102015,1779
Ohio,2020-09-23,146753,4687
Wyoming,2020-09-28,5754,50
District of Columbia,2020-10-04,15519,631
Rhode Island,2020-10-05,22693,1101
Wyoming,2020-10-17,8816,57
Utah,2020-10-18,94322,543
Ohio,2020-10-22,190430,5161
Alabama,2020-10-30,190496,2932
Maryland,2020-11-02,147477,4144
Minnesota,2020-11-06,169958,2591
Arizona,2020-11-13,270596,6257
Nevada,2020-11-13,117322,1896
North Carolina,2020-11-13,306498,4749
Tennessee,2020-11-16,311032,3884
Colorado,2020-11-19,184260,2734
Iowa,2020-11-21,208645,2191
North Dakota,2020-11-26,76442,897
Nevada,2020-11-28,149613,2123
New Mexico,2020-11-29,95417,1540
Connecticut,2020-11-30,116593,5018
District of Columbia,2020-12-03,22164,692
California,2020-12-06,1371940,19937
Alabama,2020-12-08,276665,3942
New Mexico,2020-12-10,114731,1846
North Carolina,2020-12-12,430325,5831
Washington,2020-12-12,207397,3041
Vermont,2020-12-22,6600,112
Alabama,2020-12-29,351804,4737
Iowa,2021-01-05,287493,3999
Massachusetts,2021-01-08,399630,12978
Vermont,2021-01-19,10313,163
Iowa,2021-01-21,309441,4445
Rhode Island,2021-01-22,97202,2009
New Mexico,2021-01-26,170296,3173
Michigan,2021-02-03,614355,15608
Louisiana,2021-02-13,418169,9276
Alabama,2021-02-18,484365,9424
Alaska,2021-02-19,56726,278
Kentucky,2021-02-19,398665,4562
Arkansas,2021-02-21,312707,5357
District of Columbia,2021-02-21,39648,995
Northern Mariana Islands,2021-02-22,143,2
Alaska,2021-03-01,57973,289
Virgin Islands,2021-03-06,2714,25
Utah,2021-03-11,375788,2007
District of Columbia,2021-03-14,42511,1041
District of Columbia,2021-03-20,43175,1049
Pennsylvania,2021-03-23,997245,24876
Northern Mariana Islands,2021-03-26,159,2
Hawaii,2021-03-27,29426,459
Pennsylvania,2021-04-05,1050649,25254
Washington,2021-04-13,381537,5391
Massachusetts,2020-03-08,28,0
Colorado,2020-03-15,136,2
Pennsylvania,2020-03-17,101,0
Virginia,2020-03-17,67,2
Massachusetts,2020-03-24,1069,11
Montana,2020-03-27,121,1
Alaska,2020-03-30,120,2
Oregon,2020-03-30,607,16
South Dakota,2020-04-06,288,2
Colorado,2020-04-17,8969,388
Pennsylvania,2020-04-20,34005,1366
Washington,2020-04-22,12606,696
Vermont,2020-04-24,824,43
Missouri,2020-04-25,6338,265
Montana,2020-05-01,452,16
Louisiana,2020-05-04,29610,1991
West Virginia,2020-05-04,1225,50
Texas,2020-05-15,46987,1300
Colorado,2020-05-20,22730,1298
Utah,2020-05-21,7876,89
New Jersey,2020-05-12,140039,9508
Arizona,2020-05-26,16783,807
Ohio,2020-05-28,33915,2098
Virgin Islands,2020-05-29,69,0
Utah,2020-06-03,10558,113
Iowa,2020-06-13,23787,651
New York,2020-06-16,174007,9064
North Dakota,2020-06-18,3193,75
Oregon,2020-06-22,7115,192
Nevada,2020-06-23,14058,492
Tennessee,2020-06-26,38802,569
North Carolina,2020-07-09,79564,1487
New Mexico,2020-07-11,14773,543
Massachusetts,2020-07-13,111528,8323
Illinois,2020-07-14,155923,7224
Virginia,2020-07-16,74431,2007
Kentucky,2020-07-20,23978,694
Hawaii,2020-07-22,1413,24
Connecticut,2020-07-25,48554,4413
Idaho,2020-07-27,18836,159
District of Columbia,2020-08-06,12518,587
Florida,2020-08-10,536256,8276
Arizona,2020-08-13,190850,4385
Louisiana,2020-08-14,136499,4307
Arkansas,2020-08-23,55764,687
Rhode Island,2020-08-23,19133,1015
Hawaii,2020-09-06,9829,84
North Carolina,2020-09-06,177141,2920
Tennessee,2020-09-12,168552,2037
Illinois,2020-09-13,262313,8330
Colorado,2020-09-17,63613,2016
Michigan,2020-09-19,127996,6965
Delaware,2020-09-22,19279,628
Minnesota,2020-09-25,94034,1994
Ohio,2020-10-13,171626,5017
Alaska,2020-10-14,11056,60
New York,2020-10-14,226197,9011
Alaska,2020-10-16,11446,62
Utah,2020-10-19,95519,546
New York,2020-10-23,234647,9075
Pennsylvania,2020-10-24,197370,8721
Nevada,2020-11-04,104514,1816
Hawaii,2020-11-07,15939,219
Missouri,2020-11-24,267795,3554
Louisiana,2020-12-10,260930,6724
Maryland,2020-12-10,226173,4963
New York,2020-12-10,398921,10463
Massachusetts,2020-12-13,278773,11343
Arizona,2020-12-15,427121,7428
Oklahoma,2020-12-16,245159,2128
Wisconsin,2020-12-17,482443,4566
Missouri,2020-12-29,376802,5343
South Carolina,2021-01-03,321669,5469
Mississippi,2021-01-09,236868,5146
Wisconsin,2021-01-11,551942,5576
Maine,2021-01-29,38798,570
Wisconsin,2021-02-05,598902,6579
Texas,2021-02-28,2653285,43949
Alaska,2021-03-05,58613,292
Illinois,2021-03-07,1201760,22777
South Carolina,2021-03-11,529392,8822
Missouri,2021-03-19,533317,8164
Alabama,2021-03-20,511087,10436
South Carolina,2021-03-21,541582,9007
Colorado,2021-03-29,461969,6166
Nevada,2021-03-30,303520,5239
District of Columbia,2021-04-01,44656,1066
Hawaii,2021-04-01,29888,460
Nebraska,2021-04-06,212533,2290
Louisiana,2021-04-16,451536,10282
Illinois,2021-04-20,1310368,23714
California,2020-02-02,6,0
California,2020-02-05,6,0
New Hampshire,2020-03-05,2,0
Maine,2020-03-14,3,0
Arizona,2020-03-20,70,1
Tennessee,2020-03-29,1379,3
Rhode Island,2020-04-03,565,7
Tennessee,2020-04-03,2980,38
West Virginia,2020-04-18,825,18
Maine,2020-04-19,865,34
Minnesota,2020-04-20,2466,143
Arizona,2020-04-21,5251,213
Iowa,2020-04-21,3638,81
Tennessee,2020-04-21,7317,159
Virgin Islands,2020-04-22,54,0
South Dakota,2020-04-23,1956,9
Arkansas,2020-04-25,2707,48
South Dakota,2020-05-06,2779,29
Colorado,2020-05-10,19481,968
Georgia,2020-05-10,31263,1381
Oregon,2020-05-13,3416,134
Delaware,2020-05-16,7501,285
Maryland,2020-05-18,39872,1937
West Virginia,2020-05-22,1705,72
Nevada,2020-05-31,8628,419
Florida,2020-06-07,63833,2699
Oklahoma,2020-06-10,7480,355
New Jersey,2020-06-13,165938,12589
Oregon,2020-06-16,6111,182
California,2020-06-20,174854,5495
Nevada,2020-06-21,13236,487
Utah,2020-06-24,18915,153
Connecticut,2020-06-29,46157,4320
Kansas,2020-07-02,15226,282
Vermont,2020-07-03,1231,56
New York,2020-07-12,182678,9274
North Carolina,2020-07-15,91573,1598
Mississippi,2020-07-16,39797,1308
Virginia,2020-07-21,79371,2048
Utah,2020-07-25,37616,278
Utah,2020-07-26,37920,278
Iowa,2020-07-29,43622,854
Missouri,2020-07-30,43567,1205
West Virginia,2020-07-30,6422,115
Virgin Islands,2020-08-11,639,9
Washington,2020-08-11,66617,1783
Northern Mariana Islands,2020-08-19,54,2
South Carolina,2020-08-22,111295,2493
New Hampshire,2020-08-23,7101,429
Vermont,2020-08-26,1569,58
Oregon,2020-08-31,26723,467
Connecticut,2020-09-26,56455,4501
New York,2020-09-29,214077,8929
Mississippi,2020-10-02,99558,2999
Kentucky,2020-10-04,76086,1242
Nebraska,2020-10-12,52624,529
Florida,2020-10-14,739718,15594
South Dakota,2020-10-14,30215,291
Arkansas,2020-10-18,97068,1704
Hawaii,2020-10-19,14218,186
Massachusetts,2020-10-23,144592,9824
North Carolina,2020-10-26,262159,4200
Massachusetts,2020-10-27,149042,9882
New Mexico,2020-11-07,53671,1104
Arizona,2020-11-08,259299,6164
Vermont,2020-11-20,3451,62
Alabama,2020-12-02,256828,3711
Arkansas,2020-12-07,169243,2713
Texas,2020-12-10,1403687,23967
New Jersey,2020-12-13,401499,17751
Colorado,2020-12-26,324869,4652
Mississippi,2020-12-29,210032,4719
Michigan,2021-01-01,520271,12974
California,2021-01-09,2687359,29699
South Carolina,2021-01-21,404492,6373
Alaska,2021-02-02,53984,269
Texas,2021-02-09,2518970,39973
Michigan,2021-02-16,631394,16124
Arkansas,2021-02-20,312411,5348
Rhode Island,2021-02-20,111635,2314
Alabama,2021-02-26,491849,9869
Illinois,2021-03-06,1200720,22765
New Hampshire,2021-03-12,77039,1190
Texas,2021-03-14,2727642,46588
Virginia,2021-03-14,594735,10019
Alabama,2021-03-18,510048,10391
Wisconsin,2021-04-01,637117,7327
Maine,2021-04-02,51187,744
Colorado,2021-04-05,471702,6190
North Carolina,2021-04-05,928253,12200
Rhode Island,2021-04-22,133020,2640
Vermont,2021-04-23,22404,243
Texas,2020-02-28,11,0
Minnesota,2020-03-20,115,0
Wisconsin,2020-03-24,481,5
New Jersey,2020-03-29,10366,140
Nebraska,2020-04-02,268,6
Arizona,2020-04-04,2019,51
Delaware,2020-04-04,593,14
Idaho,2020-04-07,1210,15
Nevada,2020-04-08,2265,74
Ohio,2020-04-18,10222,451
New Mexico,2020-04-24,2524,84
North Carolina,2020-04-25,8548,304
District of Columbia,2020-04-27,3892,185
New Hampshire,2020-04-27,1927,59
Iowa,2020-05-03,9045,184
Washington,2020-05-05,16234,863
Illinois,2020-05-12,83168,3617
Idaho,2020-05-13,2325,69
Louisiana,2020-05-14,33424,2351
Wisconsin,2020-05-15,12037,445
Indiana,2020-05-17,28419,1751
Washington,2020-05-19,19988,1042
Arizona,2020-05-20,14897,747
New Jersey,2020-03-21,1185,16
Montana,2020-05-26,479,17
Tennessee,2020-05-27,21235,349
Mississippi,2020-06-04,16560,794
Missouri,2020-06-04,12849,779
Alaska,2020-06-13,721,10
Texas,2020-06-19,107322,2168
Maine,2020-06-22,2969,102
Minnesota,2020-06-23,33392,1393
Connecticut,2020-06-28,46052,4316
Rhode Island,2020-07-01,15229,924
Louisiana,2020-07-03,63282,3170
New Hampshire,2020-07-17,6165,395
Rhode Island,2020-07-17,16202,981
Wisconsin,2020-07-25,48391,893
Utah,2020-07-28,38873,290
Missouri,2020-07-29,41829,1188
Texas,2020-07-29,421891,6834
North Dakota,2020-08-04,6933,107
Nevada,2020-08-12,58132,999
Mississippi,2020-08-15,71755,2080
Arizona,2020-08-19,195568,4643
Maryland,2020-08-19,102215,3648
Idaho,2020-08-20,29252,299
Michigan,2020-08-20,104223,6633
Maine,2020-08-21,4285,129
Texas,2020-08-21,593405,11483
Alabama,2020-08-24,116710,2024
Texas,2020-08-24,607621,11824
Connecticut,2020-08-25,51814,4463
Delaware,2020-08-25,16685,603
Oregon,2020-08-25,25408,436
Hawaii,2020-08-27,7542,54
Tennessee,2020-08-29,149164,1695
Louisiana,2020-08-31,148003,4787
South Carolina,2020-08-31,118992,2720
Alaska,2020-09-05,6477,39
Florida,2020-09-12,660530,12599
Wisconsin,2020-09-13,94723,1211
Texas,2020-09-21,744736,15212
New York,2020-09-24,211359,8911
Kentucky,2020-09-28,71003,1195
New Hampshire,2020-09-30,8263,439
Minnesota,2020-10-05,104612,2083
Georgia,2020-10-08,329679,7121
Massachusetts,2020-10-08,133986,9559
California,2020-10-10,854302,16568
Michigan,2020-10-11,149307,7217
Texas,2020-10-14,848168,17276
Georgia,2020-10-18,346505,7454
South Carolina,2020-10-20,165493,3696
Georgia,2020-10-24,356748,7620
Missouri,2020-10-24,157689,2630
New Hampshire,2020-10-26,10381,475
Texas,2020-10-27,924475,18155
New Jersey,2020-09-30,206733,16122
Northern Mariana Islands,2020-11-06,98,2
Oklahoma,2020-11-08,136166,1438
